,max_depth,max_features,min_samples_leaf,min_samples_split,n_estimators,train_rmse_mean,train_rmse_std,val_rmse_mean,val_rmse_std
29,5.0,log2,1,2,1000,403.33608478365977,10.219891317189095,580.7618590159558,72.93533475980374
30,5.0,log2,1,4,300,407.41566533159227,10.577092419925016,582.4011580935778,73.45699921770755
31,5.0,log2,1,4,500,407.2740399868108,10.633701607456858,582.3784575206696,73.62068338474077
32,5.0,log2,1,4,1000,407.4226179218146,10.506894940656947,582.6580104765331,71.97042062279972
33,5.0,log2,1,8,300,418.90083850211255,11.362714679479579,582.9554751375293,70.10736887330002
34,5.0,log2,1,8,500,419.3258213584949,11.332404068184603,584.3206226632136,72.7044908245961
35,5.0,log2,1,8,1000,419.2269354780765,11.548286551165031,585.3329219507053,72.42278733145423
36,5.0,log2,2,2,300,408.6563155416248,12.100229452831838,582.3959082854262,73.75141904998674
37,5.0,log2,2,2,500,409.90665309275005,12.115247888868902,582.8163311612032,74.46394990873482
38,5.0,log2,2,2,1000,410.3936242827978,11.576561611050026,580.8612004998306,74.09651548969816
39,5.0,log2,2,4,300,408.6563155416248,12.100229452831838,582.3959082854262,73.75141904998674
40,5.0,log2,2,4,500,409.90665309275005,12.115247888868902,582.8163311612032,74.46394990873482
41,5.0,log2,2,4,1000,410.3936242827978,11.576561611050026,580.8612004998306,74.09651548969816
42,5.0,log2,2,8,300,423.3956062709697,12.712235171649677,586.4974615336905,70.50720328368442
43,5.0,log2,2,8,500,423.66907302213167,12.54016826808471,587.8220258164405,72.21252422138959
44,5.0,log2,2,8,1000,423.1887432687161,11.933728081329901,585.7662558939172,72.53263508290489
45,5.0,log2,5,2,300,457.1967894541128,15.589155457215233,613.9750126497598,72.52322505224215
46,5.0,log2,5,2,500,457.33925557274665,14.683298296959114,612.0310190470449,72.99873295275627
47,5.0,log2,5,2,1000,456.39459663753945,13.74911426340344,606.6201743720412,74.40112582208715
48,5.0,log2,5,4,300,457.1967894541128,15.589155457215233,613.9750126497598,72.52322505224215
49,5.0,log2,5,4,500,457.33925557274665,14.683298296959114,612.0310190470449,72.99873295275627
50,5.0,log2,5,4,1000,456.39459663753945,13.74911426340344,606.6201743720412,74.40112582208715
51,5.0,log2,5,8,300,457.1967894541128,15.589155457215233,613.9750126497598,72.52322505224215
52,5.0,log2,5,8,500,457.33925557274665,14.683298296959114,612.0310190470449,72.99873295275627
53,5.0,log2,5,8,1000,456.39459663753945,13.74911426340344,606.6201743720412,74.40112582208715
54,5.0,0.5,1,2,300,377.9357105405167,12.923340369287015,580.2020291753844,72.37950781885338
55,5.0,0.5,1,2,500,376.9322852132366,13.10143065325674,578.2700803331669,70.57484976898661
56,5.0,0.5,1,2,1000,376.3620690831376,12.857265958350368,575.539247204113,69.62061558138858
57,5.0,0.5,1,4,300,378.5665410333135,11.864239010241866,572.7450051940459,70.74589587806466
58,5.0,0.5,1,4,500,378.24078308524076,12.557970545781863,573.013481352191,69.49105724017984
59,5.0,0.5,1,4,1000,378.02410233422114,12.580556961454203,572.1324721893195,69.12709742001273
60,5.0,0.5,1,8,300,391.6422903368655,12.730901025788153,576.7457864613049,64.54284657736807
61,5.0,0.5,1,8,500,390.75877693192865,12.512802448197242,576.6790150206442,64.22101553867418
62,5.0,0.5,1,8,1000,390.31342286553627,11.773591014338082,574.3425502639689,65.19927754670235
63,5.0,0.5,2,2,300,378.7710601217077,12.15518997739709,565.6572737112241,70.53344072551825
64,5.0,0.5,2,2,500,378.55139496186376,12.327871474200274,566.2639695003322,70.88319360294878
65,5.0,0.5,2,2,1000,377.45755726958527,12.350990278973176,564.9883917444533,70.90192099805182
66,5.0,0.5,2,4,300,378.7710601217077,12.15518997739709,565.6572737112241,70.53344072551825
67,5.0,0.5,2,4,500,378.55139496186376,12.327871474200274,566.2639695003322,70.88319360294878
68,5.0,0.5,2,4,1000,377.45755726958527,12.350990278973176,564.9883917444533,70.90192099805182
69,5.0,0.5,2,8,300,391.5678281793574,12.72514956610643,571.1111751503062,65.25505891535785
70,5.0,0.5,2,8,500,391.5904774507282,12.785703846434263,571.7489700890673,65.41754810930985
71,5.0,0.5,2,8,1000,390.8960250925779,12.545520307638213,567.9033099613322,66.62837309438358
72,5.0,0.5,5,2,300,418.32704074041317,13.192542781608783,586.5265638289998,69.85600641297029
73,5.0,0.5,5,2,500,418.44354498416686,13.305254618841097,587.0818591659307,70.87322200262794
74,5.0,0.5,5,2,1000,418.00027801751156,14.026725370119717,586.6747213133466,70.7669207704495
75,5.0,0.5,5,4,300,418.32704074041317,13.192542781608783,586.5265638289998,69.85600641297029
76,5.0,0.5,5,4,500,418.44354498416686,13.305254618841097,587.0818591659307,70.87322200262794
77,5.0,0.5,5,4,1000,418.00027801751156,14.026725370119717,586.6747213133466,70.7669207704495
78,5.0,0.5,5,8,300,418.32704074041317,13.192542781608783,586.5265638289998,69.85600641297029
79,5.0,0.5,5,8,500,418.44354498416686,13.305254618841097,587.0818591659307,70.87322200262794
80,5.0,0.5,5,8,1000,418.00027801751156,14.026725370119717,586.6747213133466,70.7669207704495
81,7.0,sqrt,1,2,300,291.35503843536253,7.7981404171785815,555.0067827198535,68.93167746634255
82,7.0,sqrt,1,2,500,290.3838963393085,8.100375223464622,552.2147142774596,69.26384621916564
83,7.0,sqrt,1,2,1000,290.7732185272067,7.585548371998998,552.3023984690295,64.61788021868897
84,7.0,sqrt,1,4,300,301.9343934684179,7.8329277460946285,551.5691067906947,70.6835751318034
85,7.0,sqrt,1,4,500,301.2723815962256,7.334215750181249,551.0337774401697,68.88922527513427
86,7.0,sqrt,1,4,1000,300.8161736103203,7.948752518430627,552.0800679118076,65.1367930755236
87,7.0,sqrt,1,8,300,331.5176476636254,9.667762676821775,552.7120496228263,63.32838056032129
88,7.0,sqrt,1,8,500,330.5014072943842,9.132960447400729,552.7006419814019,62.99016167665032
89,7.0,sqrt,1,8,1000,330.68909299271655,9.34663495260954,551.2814293954902,62.16500142779457
90,7.0,sqrt,2,2,300,314.67130166920373,9.77569340937993,550.4769461009174,67.56923859072606
91,7.0,sqrt,2,2,500,314.30349897949435,9.107389871430948,551.6847972586935,69.89027450902627
92,7.0,sqrt,2,2,1000,313.3625115039036,9.629497047255377,551.2546350720792,68.02617040830253
93,7.0,sqrt,2,4,300,314.67130166920373,9.77569340937993,550.4769461009174,67.56923859072606
94,7.0,sqrt,2,4,500,314.30349897949435,9.107389871430948,551.6847972586935,69.89027450902627
95,7.0,sqrt,2,4,1000,313.3625115039036,9.629497047255377,551.2546350720792,68.02617040830253
96,7.0,sqrt,2,8,300,343.2476134360791,11.146045462373973,554.3348056561789,60.90166054959366
97,7.0,sqrt,2,8,500,342.5285064607924,9.717071156774061,554.8790470781123,63.147852427381565
98,7.0,sqrt,2,8,1000,342.52389236794244,10.184294157882462,553.448655499777,62.88226409721226
99,7.0,sqrt,5,2,300,403.9570300122286,11.31743814365579,583.7598692133362,64.92887946674766
100,7.0,sqrt,5,2,500,403.9413763405508,11.489376725857102,586.0255533983642,65.38842960702418
101,7.0,sqrt,5,2,1000,403.53051148005557,11.246200641650033,584.7529198153069,66.56944928441261
102,7.0,sqrt,5,4,300,403.9570300122286,11.31743814365579,583.7598692133362,64.92887946674766
103,7.0,sqrt,5,4,500,403.9413763405508,11.489376725857102,586.0255533983642,65.38842960702418
104,7.0,sqrt,5,4,1000,403.53051148005557,11.246200641650033,584.7529198153069,66.56944928441261
105,7.0,sqrt,5,8,300,403.9570300122286,11.31743814365579,583.7598692133362,64.92887946674766
106,7.0,sqrt,5,8,500,403.9413763405508,11.489376725857102,586.0255533983642,65.38842960702418
107,7.0,sqrt,5,8,1000,403.53051148005557,11.246200641650033,584.7529198153069,66.56944928441261
108,7.0,log2,1,2,300,296.5561634976033,8.474403973173382,550.1595993791386,68.85953304820542
109,7.0,log2,1,2,500,296.55486605198104,7.9888503033786,550.4736538158531,68.59419064729441
110,7.0,log2,1,2,1000,296.22670057017064,7.871613373241759,552.224981093021,66.3048508708244
111,7.0,log2,1,4,300,305.87501097943334,6.198193520988888,552.2151157855047,70.68039547930896
112,7.0,log2,1,4,500,305.9779090126032,6.415577384026976,554.0244037677978,69.47931227983878
113,7.0,log2,1,4,1000,306.84874852344524,7.7522101701340596,550.6500995288106,67.96239996772019
114,7.0,log2,1,8,300,337.9307923036522,7.334238641354715,557.7560114392192,64.99055001743852
115,7.0,log2,1,8,500,337.98206884798793,7.754336984584849,558.2377416083705,65.31308288702326
116,7.0,log2,1,8,1000,338.0829160110448,8.362281074452133,556.6751800683575,64.98466028863639
117,7.0,log2,2,2,300,319.7165123650593,9.31818593965945,560.0306584133334,63.23771308352518
118,7.0,log2,2,2,500,320.6842047698371,9.262919910166286,559.7403351750188,63.96247707049467
119,7.0,log2,2,2,1000,320.49656479163133,9.32443180058942,555.7465912082416,64.54415498053326
120,7.0,log2,2,4,300,319.7165123650593,9.31818593965945,560.0306584133334,63.23771308352518
121,7.0,log2,2,4,500,320.6842047698371,9.262919910166286,559.7403351750188,63.96247707049467
122,7.0,log2,2,4,1000,320.49656479163133,9.32443180058942,555.7465912082416,64.54415498053326
123,7.0,log2,2,8,300,352.18379742361486,9.737996861352089,558.1021147941342,63.132329136367495
124,7.0,log2,2,8,500,352.31304594614306,9.172574383260367,560.6926495411615,65.34811371066102
125,7.0,log2,2,8,1000,351.28315707341204,9.494173566839207,558.2239778901238,65.56196988253691
126,7.0,log2,5,2,300,414.04116057151685,11.631499793721288,591.408890964913,66.11094838609509
127,7.0,log2,5,2,500,413.6153716176575,10.66776751612211,592.2501229184222,66.54888423988668
128,7.0,log2,5,2,1000,412.9143896248548,11.196906440251384,590.6514144230281,66.84228555933036
129,7.0,log2,5,4,300,414.04116057151685,11.631499793721288,591.408890964913,66.11094838609509
130,7.0,log2,5,4,500,413.6153716176575,10.66776751612211,592.2501229184222,66.54888423988668
131,7.0,log2,5,4,1000,412.9143896248548,11.196906440251384,590.6514144230281,66.84228555933036
132,7.0,log2,5,8,300,414.04116057151685,11.631499793721288,591.408890964913,66.11094838609509
133,7.0,log2,5,8,500,413.6153716176575,10.66776751612211,592.2501229184222,66.54888423988668
134,7.0,log2,5,8,1000,412.9143896248548,11.196906440251384,590.6514144230281,66.84228555933036
135,7.0,0.5,1,2,300,276.43350560492314,9.537759765918816,558.3147235477348,68.06346395376417
136,7.0,0.5,1,2,500,275.45501312814645,9.526270442412564,557.5109029046386,67.82175651579963
137,7.0,0.5,1,2,1000,274.7015961542472,9.810147614949482,555.1894495568818,68.60515675787076
138,7.0,0.5,1,4,300,283.80575676579787,9.582109254786355,555.4069198704318,69.1682383937552
139,7.0,0.5,1,4,500,283.4996956115553,8.954074155306106,553.9793883641897,69.55943888745716
140,7.0,0.5,1,4,1000,283.2178652992992,9.148807769699586,551.9886097000776,67.61894827646861
141,7.0,0.5,1,8,300,310.8191428431382,9.324675227106212,552.8477811873822,64.8436234552058
142,7.0,0.5,1,8,500,310.2694158427134,9.081073519569783,554.4368928659383,63.357113758610076
143,7.0,0.5,1,8,1000,309.55438089864566,8.873426747917483,553.9336689910763,62.61686909767608
144,7.0,0.5,2,2,300,291.52973733213906,11.075851448017442,545.3967654290999,67.36291903954869
145,7.0,0.5,2,2,500,291.4056068960829,10.354682951387783,544.0932171375132,66.67691377725073
146,7.0,0.5,2,2,1000,290.47447646706854,9.767702082787267,543.947413747579,68.40529786105816
147,7.0,0.5,2,4,300,291.52973733213906,11.075851448017442,545.3967654290999,67.36291903954869
148,7.0,0.5,2,4,500,291.4056068960829,10.354682951387783,544.0932171375132,66.67691377725073
149,7.0,0.5,2,4,1000,290.47447646706854,9.767702082787267,543.947413747579,68.40529786105816
150,7.0,0.5,2,8,300,319.0737731815387,9.723614723049385,547.2976519719765,62.720010854637714
151,7.0,0.5,2,8,500,318.78138789318103,10.014597349014172,549.4860997445847,64.05404806006601
152,7.0,0.5,2,8,1000,317.7005940398159,10.038899194696915,548.4943100831596,64.6332863155646
153,7.0,0.5,5,2,300,375.1533085291526,12.107735550140747,573.6449039982275,64.32497937817502
154,7.0,0.5,5,2,500,374.51431832985395,12.260286330064401,574.4263405532371,64.88074371828161
155,7.0,0.5,5,2,1000,374.12321323489806,12.68068513804206,573.6573005831921,65.25725825088035
156,7.0,0.5,5,4,300,375.1533085291526,12.107735550140747,573.6449039982275,64.32497937817502
157,7.0,0.5,5,4,500,374.51431832985395,12.260286330064401,574.4263405532371,64.88074371828161
158,7.0,0.5,5,4,1000,374.12321323489806,12.68068513804206,573.6573005831921,65.25725825088035
159,7.0,0.5,5,8,300,375.1533085291526,12.107735550140747,573.6449039982275,64.32497937817502
160,7.0,0.5,5,8,500,374.51431832985395,12.260286330064401,574.4263405532371,64.88074371828161
161,7.0,0.5,5,8,1000,374.12321323489806,12.68068513804206,573.6573005831921,65.25725825088035
162,10.0,sqrt,1,2,300,207.7014642474311,5.860655566829231,538.1915296144404,63.955875357074454
163,10.0,sqrt,1,2,500,207.1808443793835,6.010354612435975,538.5258016808349,62.97765505941864
164,10.0,sqrt,1,2,1000,206.47038825170156,5.621500496002244,539.1035786350462,61.95092785765063
165,10.0,sqrt,1,4,300,230.3642570707461,8.273994903348513,536.5414648058935,61.713497235302206
166,10.0,sqrt,1,4,500,230.07363177597622,6.897804610551767,537.2987959316669,62.81321768594046
167,10.0,sqrt,1,4,1000,229.37796764988198,6.339008981689827,540.2065731193944,60.56232341887995
168,10.0,sqrt,1,8,300,282.7044316400801,8.367352779782458,539.6062822049365,53.44054755324808
169,10.0,sqrt,1,8,500,282.101812809302,7.791270116199193,540.1681857098878,56.37521536055343
170,10.0,sqrt,1,8,1000,282.20298191704654,8.171826323002772,543.1743618416048,56.20987129663774
171,10.0,sqrt,2,2,300,257.29349928997095,6.965334340691181,540.780173127457,59.80498471362186
172,10.0,sqrt,2,2,500,257.3731055000872,6.610872573975578,540.4683438929272,63.71629517414714
173,10.0,sqrt,2,2,1000,256.95206012187583,6.5665575675146615,540.6819782410338,63.11094358448679
174,10.0,sqrt,2,4,300,257.29349928997095,6.965334340691181,540.780173127457,59.80498471362186
175,10.0,sqrt,2,4,500,257.3731055000872,6.610872573975578,540.4683438929272,63.71629517414714
176,10.0,sqrt,2,4,1000,256.95206012187583,6.5665575675146615,540.6819782410338,63.11094358448679
177,10.0,sqrt,2,8,300,304.9373911588086,9.469012944056411,547.0025970605396,57.81515963051296
178,10.0,sqrt,2,8,500,304.218679136242,8.532869955658374,546.2040545306121,58.937124705199224
179,10.0,sqrt,2,8,1000,304.7592847539106,8.748357915913433,545.5829943613995,58.419922961239564
180,10.0,sqrt,5,2,300,389.83837400828855,9.830336419897781,580.0231540985479,61.96789951298296
181,10.0,sqrt,5,2,500,390.07141693006815,9.76502603024553,580.2323898602527,63.154171689978256
182,10.0,sqrt,5,2,1000,389.52204704085153,10.221207361231805,578.6257533264019,63.94649458719197
183,10.0,sqrt,5,4,300,389.83837400828855,9.830336419897781,580.0231540985479,61.96789951298296
184,10.0,sqrt,5,4,500,390.07141693006815,9.76502603024553,580.2323898602527,63.154171689978256
185,10.0,sqrt,5,4,1000,389.52204704085153,10.221207361231805,578.6257533264019,63.94649458719197
186,10.0,sqrt,5,8,300,389.83837400828855,9.830336419897781,580.0231540985479,61.96789951298296
187,10.0,sqrt,5,8,500,390.07141693006815,9.76502603024553,580.2323898602527,63.154171689978256
188,10.0,sqrt,5,8,1000,389.52204704085153,10.221207361231805,578.6257533264019,63.94649458719197
189,10.0,log2,1,2,300,209.24036707123938,5.2561055525730325,536.5011435094347,64.1977463961056
190,10.0,log2,1,2,500,210.15313992267954,4.645899950183056,536.4508523393489,63.44397737508095
191,10.0,log2,1,2,1000,209.6633741554233,5.040486418610938,538.2625913591834,62.64456623385429
192,10.0,log2,1,4,300,235.36499172863705,7.740789014721923,540.2183652937921,63.15576863218862
193,10.0,log2,1,4,500,234.64988512617956,6.006652156152689,540.5068389025181,62.70931351769076
194,10.0,log2,1,4,1000,234.07558859677223,5.818322164503124,542.0218857062396,61.917362263797266
195,10.0,log2,1,8,300,288.13740106314043,9.664393347150527,551.7980034043984,59.152088012233754
196,10.0,log2,1,8,500,288.7162340302177,8.375979253679326,549.9212083405047,59.527918413991806
197,10.0,log2,1,8,1000,288.58826505515725,8.735917480183787,547.0263268073707,60.88591907328541
198,10.0,log2,2,2,300,266.2813781248669,5.918675286425249,549.557897113087,59.950010375222455
199,10.0,log2,2,2,500,266.0843440054124,5.864588259818765,549.3158125783458,60.82421637706906
200,10.0,log2,2,2,1000,265.4205629875891,6.846226276273013,545.2346646086081,61.29230454241349
201,10.0,log2,2,4,300,266.2813781248669,5.918675286425249,549.557897113087,59.950010375222455
202,10.0,log2,2,4,500,266.0843440054124,5.864588259818765,549.3158125783458,60.82421637706906
203,10.0,log2,2,4,1000,265.4205629875891,6.846226276273013,545.2346646086081,61.29230454241349
204,10.0,log2,2,8,300,314.0428516613506,8.504620763663523,553.533151552538,61.064077698950044
205,10.0,log2,2,8,500,314.8069190655309,7.954688987510688,554.3585128209656,62.458241392741364
206,10.0,log2,2,8,1000,313.1652660953735,8.149136810527757,550.1208654843784,63.05137685025163
207,10.0,log2,5,2,300,400.21455499829716,10.531714726304951,585.9254080266161,61.03735364677613
208,10.0,log2,5,2,500,399.8780391712505,9.885364662350684,587.1363786793939,63.014965606740596
209,10.0,log2,5,2,1000,399.1452456062402,10.49490571290007,586.2255223261676,63.820981222025836
210,10.0,log2,5,4,300,400.21455499829716,10.531714726304951,585.9254080266161,61.03735364677613
211,10.0,log2,5,4,500,399.8780391712505,9.885364662350684,587.1363786793939,63.014965606740596
212,10.0,log2,5,4,1000,399.1452456062402,10.49490571290007,586.2255223261676,63.820981222025836
213,10.0,log2,5,8,300,400.21455499829716,10.531714726304951,585.9254080266161,61.03735364677613
214,10.0,log2,5,8,500,399.8780391712505,9.885364662350684,587.1363786793939,63.014965606740596
215,10.0,log2,5,8,1000,399.1452456062402,10.49490571290007,586.2255223261676,63.820981222025836
216,10.0,0.5,1,2,300,198.46094426042836,6.008830833068346,550.1081637881282,64.12946347869905
217,10.0,0.5,1,2,500,198.30880549513404,5.363783296237404,549.8400558243792,64.5234997247634
218,10.0,0.5,1,2,1000,197.56342957399775,5.416323269174758,547.2649497757479,64.62710052434218
219,10.0,0.5,1,4,300,215.02387920610556,4.8886213121757,542.2087418184113,63.64338445640376
220,10.0,0.5,1,4,500,215.15426021677794,4.454780508436838,544.5772535293369,63.985313398808685
221,10.0,0.5,1,4,1000,214.64918643547887,4.969158455166804,543.3612634099912,64.51164599340598
222,10.0,0.5,1,8,300,261.02550438434156,5.99849969986165,545.9549589586862,60.39536381387193
223,10.0,0.5,1,8,500,261.42467221950295,6.071738049260843,546.6270548500934,58.36513345814846
224,10.0,0.5,1,8,1000,261.22826101112383,6.6993343715035145,545.7986458710801,58.47582292854362
225,10.0,0.5,2,2,300,234.98139528722575,7.099345580094798,539.2079103720421,62.8129773910434
226,10.0,0.5,2,2,500,235.56008580988563,6.63837298122941,539.8200128442209,64.57840800674809
227,10.0,0.5,2,2,1000,235.2832314464665,6.661578005873528,537.3262006914234,66.02194474504488
228,10.0,0.5,2,4,300,234.98139528722575,7.099345580094798,539.2079103720421,62.8129773910434
229,10.0,0.5,2,4,500,235.56008580988563,6.63837298122941,539.8200128442209,64.57840800674809
230,10.0,0.5,2,4,1000,235.2832314464665,6.661578005873528,537.3262006914234,66.02194474504488
231,10.0,0.5,2,8,300,278.43651134072604,7.912457298085195,540.1882253146047,59.07826907758274
232,10.0,0.5,2,8,500,279.1561219218003,7.638072189964945,540.8175905496392,59.18112348022748
233,10.0,0.5,2,8,1000,278.58022848219184,8.109497941704593,539.896474040463,58.48367864746317
234,10.0,0.5,5,2,300,359.5638917272422,12.230580465541916,569.2909008908512,60.974469356958465
235,10.0,0.5,5,2,500,359.5827394270762,12.142749939901474,571.169843733986,61.93394140815798
236,10.0,0.5,5,2,1000,359.48428927531114,12.368592211776157,570.4030240896111,62.44721646786103
237,10.0,0.5,5,4,300,359.5638917272422,12.230580465541916,569.2909008908512,60.974469356958465
238,10.0,0.5,5,4,500,359.5827394270762,12.142749939901474,571.169843733986,61.93394140815798
239,10.0,0.5,5,4,1000,359.48428927531114,12.368592211776157,570.4030240896111,62.44721646786103
240,10.0,0.5,5,8,300,359.5638917272422,12.230580465541916,569.2909008908512,60.974469356958465
241,10.0,0.5,5,8,500,359.5827394270762,12.142749939901474,571.169843733986,61.93394140815798
242,10.0,0.5,5,8,1000,359.48428927531114,12.368592211776157,570.4030240896111,62.44721646786103
243,15.0,sqrt,1,2,300,171.9808274121541,3.9711341049945568,538.0490042401748,60.04561668313149
244,15.0,sqrt,1,2,500,172.75135263191999,3.909371560743607,538.6037423351478,61.03417046409536
245,15.0,sqrt,1,2,1000,172.3340502635301,3.499592302216907,539.1627746199365,60.93458165628551
246,15.0,sqrt,1,4,300,204.49798706710712,5.0120466156614265,533.3996811475058,57.76434057763441
247,15.0,sqrt,1,4,500,204.68087366943368,4.1024524921678545,536.4811419397145,58.96805398288401
248,15.0,sqrt,1,4,1000,203.52122771627992,4.0555625295918105,538.3082774699606,59.509083414877146
249,15.0,sqrt,1,8,300,267.89121873453314,7.343375008331313,538.1463753555739,56.43987584433518
250,15.0,sqrt,1,8,500,268.0083568931109,7.526768392217731,537.6655356170512,56.64210133248469
251,15.0,sqrt,1,8,1000,267.84519599207835,7.759974133166806,540.811733356095,55.28955943474221
252,15.0,sqrt,2,2,300,241.5714407060509,6.975086263701316,538.9717946568112,60.425811299748084
253,15.0,sqrt,2,2,500,242.60585764133893,6.267857352928218,538.3327046214533,62.514493513578046
254,15.0,sqrt,2,2,1000,242.41842711923928,6.553861422599873,537.8870117568274,62.57627130799426
255,15.0,sqrt,2,4,300,241.5714407060509,6.975086263701316,538.9717946568112,60.425811299748084
256,15.0,sqrt,2,4,500,242.60585764133893,6.267857352928218,538.3327046214533,62.514493513578046
257,15.0,sqrt,2,4,1000,242.41842711923928,6.553861422599873,537.8870117568274,62.57627130799426
258,15.0,sqrt,2,8,300,296.10002837303,8.648354568045029,543.1561411368449,56.97371343974941
259,15.0,sqrt,2,8,500,295.76221651558484,8.409495323435408,541.9718538265053,57.42496949517887
260,15.0,sqrt,2,8,1000,296.3341711441089,8.445489353788771,541.8645369580349,57.65060132164198
261,15.0,sqrt,5,2,300,388.08623862669566,9.574413853529895,579.5895596314061,60.9824640471142
262,15.0,sqrt,5,2,500,388.5889469233877,9.504070041582958,580.3082328524885,62.12477978456216
263,15.0,sqrt,5,2,1000,388.32392093656523,10.145250673902241,578.8573121432186,63.05509391994809
264,15.0,sqrt,5,4,300,388.08623862669566,9.574413853529895,579.5895596314061,60.9824640471142
265,15.0,sqrt,5,4,500,388.5889469233877,9.504070041582958,580.3082328524885,62.12477978456216
266,15.0,sqrt,5,4,1000,388.32392093656523,10.145250673902241,578.8573121432186,63.05509391994809
267,15.0,sqrt,5,8,300,388.08623862669566,9.574413853529895,579.5895596314061,60.9824640471142
268,15.0,sqrt,5,8,500,388.5889469233877,9.504070041582958,580.3082328524885,62.12477978456216
269,15.0,sqrt,5,8,1000,388.32392093656523,10.145250673902241,578.8573121432186,63.05509391994809
270,15.0,log2,1,2,300,174.94071526175597,2.6892750748955905,534.6006664448522,57.63781687042135
271,15.0,log2,1,2,500,174.8268434943844,2.299473438867791,534.9474126662154,59.40760286008489
272,15.0,log2,1,2,1000,173.87547134557815,2.3823135995255122,537.6594376602246,58.57865602568278
273,15.0,log2,1,4,300,207.9499705625881,5.3904403338006315,542.9049476260496,59.94467982810244
274,15.0,log2,1,4,500,208.62690082726678,4.097453412990997,540.8992213119941,60.23035033177878
275,15.0,log2,1,4,1000,207.98007876333386,4.064151708739541,539.9075182108725,59.51730707724122
276,15.0,log2,1,8,300,274.14468827759737,8.077415668047943,548.3987549753671,58.706583959672734
277,15.0,log2,1,8,500,274.9067930485807,7.2986756544130325,548.3938028342574,58.993908750975926
278,15.0,log2,1,8,1000,274.79389233534977,7.77214947166107,545.2414628365648,58.77289060055088
279,15.0,log2,2,2,300,249.6646247806835,6.409711092787267,549.9629151073788,61.49439317847596
280,15.0,log2,2,2,500,250.1110672387358,5.672150464389013,547.5552349949461,60.51869768241397
281,15.0,log2,2,2,1000,249.6818916215615,6.3831173833829,543.6614774124562,60.73420214700811
282,15.0,log2,2,4,300,249.6646247806835,6.409711092787267,549.9629151073788,61.49439317847596
283,15.0,log2,2,4,500,250.1110672387358,5.672150464389013,547.5552349949461,60.51869768241397
284,15.0,log2,2,4,1000,249.6818916215615,6.3831173833829,543.6614774124562,60.73420214700811
285,15.0,log2,2,8,300,304.9949672074986,7.740304687295728,553.5284551390264,59.540668837855705
