,max_depth,max_features,min_samples_leaf,min_samples_split,n_estimators,train_rmse_mean,train_rmse_std,val_rmse_mean,val_rmse_std
286,15.0,log2,2,8,500,305.98546740696804,6.961531932071885,553.5283914733678,60.304512284313006
287,15.0,log2,2,8,1000,304.6909260590903,7.252178234146695,548.6149467827121,61.33629276928614
288,15.0,log2,5,2,300,399.2650634273037,10.527358093405763,584.9352895013168,61.262201906212205
289,15.0,log2,5,2,500,398.9081840039887,9.747626616693049,585.786552634394,63.06617541222685
290,15.0,log2,5,2,1000,397.78176587406756,10.347861028654837,585.3795901752079,63.71313772387813
291,15.0,log2,5,4,300,399.2650634273037,10.527358093405763,584.9352895013168,61.262201906212205
292,15.0,log2,5,4,500,398.9081840039887,9.747626616693049,585.786552634394,63.06617541222685
293,15.0,log2,5,4,1000,397.78176587406756,10.347861028654837,585.3795901752079,63.71313772387813
294,15.0,log2,5,8,300,399.2650634273037,10.527358093405763,584.9352895013168,61.262201906212205
295,15.0,log2,5,8,500,398.9081840039887,9.747626616693049,585.786552634394,63.06617541222685
296,15.0,log2,5,8,1000,397.78176587406756,10.347861028654837,585.3795901752079,63.71313772387813
297,15.0,0.5,1,2,300,171.01549043798954,4.89345082281701,545.8942911379246,60.31704704440756
298,15.0,0.5,1,2,500,171.66233113507903,4.100001899993329,548.2794821948962,58.87838126295927
299,15.0,0.5,1,2,1000,170.8577621773834,3.777172666409241,544.967909128803,62.850415015795484
300,15.0,0.5,1,4,300,191.4809273374756,4.9288633395508255,540.7299396260697,60.44868862049418
301,15.0,0.5,1,4,500,192.4106427960448,3.685343868672393,543.0040568915975,60.80247573429592
302,15.0,0.5,1,4,1000,192.01820154872505,3.8453250999540654,541.4698303906835,63.07408846235395
303,15.0,0.5,1,8,300,248.0433330400896,5.943847893884847,546.4754901753051,57.401001622842244
304,15.0,0.5,1,8,500,249.03770813143342,5.939980635989061,546.511596252029,56.57772064310823
305,15.0,0.5,1,8,1000,248.97372064885988,6.431392980435776,544.5210847663635,56.40574692216247
306,15.0,0.5,2,2,300,220.93898188238754,7.418777750260098,540.7797172001804,60.7761252182787
307,15.0,0.5,2,2,500,221.95589410562582,6.7926939821006345,539.0762619244549,62.5333827955687
308,15.0,0.5,2,2,1000,221.4382429706031,6.666565572642745,536.2140242536881,64.57301976828283
309,15.0,0.5,2,4,300,220.93898188238754,7.418777750260098,540.7797172001804,60.7761252182787
310,15.0,0.5,2,4,500,221.95589410562582,6.7926939821006345,539.0762619244549,62.5333827955687
311,15.0,0.5,2,4,1000,221.4382429706031,6.666565572642745,536.2140242536881,64.57301976828283
312,15.0,0.5,2,8,300,271.26150753705014,8.164682380716531,540.8777248261769,57.376550012014214
313,15.0,0.5,2,8,500,271.89210745607727,7.654089745881229,540.8127430807721,57.620994141837066
314,15.0,0.5,2,8,1000,271.22074259126674,8.020540302906957,539.1053287453883,57.33275870499961
315,15.0,0.5,5,2,300,358.69935342567845,12.074254478750417,568.7671675355424,61.412891263798976
316,15.0,0.5,5,2,500,358.6685562098019,12.053730692580574,570.9837503282458,61.83942846793062
317,15.0,0.5,5,2,1000,358.54880692331216,12.35485350987358,570.3769946910251,62.21728383376057
318,15.0,0.5,5,4,300,358.69935342567845,12.074254478750417,568.7671675355424,61.412891263798976
319,15.0,0.5,5,4,500,358.6685562098019,12.053730692580574,570.9837503282458,61.83942846793062
320,15.0,0.5,5,4,1000,358.54880692331216,12.35485350987358,570.3769946910251,62.21728383376057
321,15.0,0.5,5,8,300,358.69935342567845,12.074254478750417,568.7671675355424,61.412891263798976
322,15.0,0.5,5,8,500,358.6685562098019,12.053730692580574,570.9837503282458,61.83942846793062
323,15.0,0.5,5,8,1000,358.54880692331216,12.35485350987358,570.3769946910251,62.21728383376057
324,20.0,sqrt,1,2,300,170.5120254794085,3.210395547057374,538.1762645593473,60.56859567180926
325,20.0,sqrt,1,2,500,170.84975911914748,3.4114721370309553,538.3239804290389,61.70913799120154
326,20.0,sqrt,1,2,1000,170.42025008347937,3.193501887495992,538.7520213804389,59.644060551295425
327,20.0,sqrt,1,4,300,203.45502347356629,5.171633102710733,532.5039382273127,58.445844656811744
328,20.0,sqrt,1,4,500,203.636704864528,4.146157959904484,535.4941213779521,59.47765222226175
329,20.0,sqrt,1,4,1000,202.5762024375497,3.914770055724525,537.0792347590191,58.520346208197346
330,20.0,sqrt,1,8,300,267.3057859378459,7.680671544755915,537.6059198389408,54.59647538839934
331,20.0,sqrt,1,8,500,267.4775654716757,7.7159424129959415,537.3828845628454,55.31677974834281
332,20.0,sqrt,1,8,1000,267.4023261501773,7.680452337714312,540.517871571889,54.82823383184819
333,20.0,sqrt,2,2,300,241.1635449407257,7.057690943217528,540.3147477404368,59.76503110057899
334,20.0,sqrt,2,2,500,242.280827546709,6.50367023595175,539.6563933025615,62.86892460056263
335,20.0,sqrt,2,2,1000,242.1591102894802,6.605702650767803,538.9534205468397,62.52793902968055
336,20.0,sqrt,2,4,300,241.1635449407257,7.057690943217528,540.3147477404368,59.76503110057899
337,20.0,sqrt,2,4,500,242.280827546709,6.50367023595175,539.6563933025615,62.86892460056263
338,20.0,sqrt,2,4,1000,242.1591102894802,6.605702650767803,538.9534205468397,62.52793902968055
339,20.0,sqrt,2,8,300,296.06312054709935,8.457251032938677,542.9711333263922,56.82563164184627
340,20.0,sqrt,2,8,500,295.63203524983004,8.286638312280305,541.4469114651024,57.504100725341296
341,20.0,sqrt,2,8,1000,296.1719356369137,8.430252003780907,541.5807234202606,57.664100697992126
342,20.0,sqrt,5,2,300,388.07876919721247,9.590251735978178,579.5694171592746,60.944803944145605
343,20.0,sqrt,5,2,500,388.58378925370727,9.512712890587528,580.3052122307782,62.0954262704697
344,20.0,sqrt,5,2,1000,388.32335349223587,10.145826747800639,578.8333689351565,62.99599823872848
345,20.0,sqrt,5,4,300,388.07876919721247,9.590251735978178,579.5694171592746,60.944803944145605
346,20.0,sqrt,5,4,500,388.58378925370727,9.512712890587528,580.3052122307782,62.0954262704697
347,20.0,sqrt,5,4,1000,388.32335349223587,10.145826747800639,578.8333689351565,62.99599823872848
348,20.0,sqrt,5,8,300,388.07876919721247,9.590251735978178,579.5694171592746,60.944803944145605
349,20.0,sqrt,5,8,500,388.58378925370727,9.512712890587528,580.3052122307782,62.0954262704697
350,20.0,sqrt,5,8,1000,388.32335349223587,10.145826747800639,578.8333689351565,62.99599823872848
351,20.0,log2,1,2,300,172.30222866641222,2.887872960668489,536.9355709026944,59.1756757543961
352,20.0,log2,1,2,500,172.5414599377274,2.3913348567396966,537.1137784881016,59.941048050981614
353,20.0,log2,1,2,1000,171.87732949081558,2.605081730571759,538.7111205753382,58.886405333182495
354,20.0,log2,1,4,300,206.45372338487994,4.815484424073452,541.4503381564244,62.04663337250101
355,20.0,log2,1,4,500,206.92926167749565,4.015619041269018,540.4314592883146,61.991402810448385
356,20.0,log2,1,4,1000,206.50431835010647,3.7835958187468983,540.6062669998479,60.31774441353739
357,20.0,log2,1,8,300,273.63833506910817,8.026666676776054,550.1267669716354,59.199186501145974
358,20.0,log2,1,8,500,274.4433807937581,7.374137472120424,548.943906201177,59.214863973900606
359,20.0,log2,1,8,1000,274.3257722461141,7.8919242810059,545.1982204975285,58.83999702743535
360,20.0,log2,2,2,300,249.25317952764453,6.072903164855262,549.3177820370306,60.31692127218775
361,20.0,log2,2,2,500,249.7345356220887,5.5098483199744495,547.8359920231998,59.36477931201545
362,20.0,log2,2,2,1000,249.2802155455021,6.16094424703803,542.8844996807342,60.25466569034958
363,20.0,log2,2,4,300,249.25317952764453,6.072903164855262,549.3177820370306,60.31692127218775
364,20.0,log2,2,4,500,249.7345356220887,5.5098483199744495,547.8359920231998,59.36477931201545
365,20.0,log2,2,4,1000,249.2802155455021,6.16094424703803,542.8844996807342,60.25466569034958
366,20.0,log2,2,8,300,304.67667251897825,7.477902815451007,553.3146934355901,58.66834551828221
367,20.0,log2,2,8,500,305.7553478060705,6.902929912946591,553.3750165789936,59.80743203385245
368,20.0,log2,2,8,1000,304.4253161826271,7.206125489224711,548.6979007070878,61.09935741074174
369,20.0,log2,5,2,300,399.2527592634962,10.519257187121838,584.8998919021197,61.344368408241166
370,20.0,log2,5,2,500,398.9105588224734,9.746685382769734,585.782671714334,63.117998374288355
371,20.0,log2,5,2,1000,397.7840500681864,10.34898663750586,585.3641284289996,63.74197345304102
372,20.0,log2,5,4,300,399.2527592634962,10.519257187121838,584.8998919021197,61.344368408241166
373,20.0,log2,5,4,500,398.9105588224734,9.746685382769734,585.782671714334,63.117998374288355
374,20.0,log2,5,4,1000,397.7840500681864,10.34898663750586,585.3641284289996,63.74197345304102
375,20.0,log2,5,8,300,399.2527592634962,10.519257187121838,584.8998919021197,61.344368408241166
376,20.0,log2,5,8,500,398.9105588224734,9.746685382769734,585.782671714334,63.117998374288355
377,20.0,log2,5,8,1000,397.7840500681864,10.34898663750586,585.3641284289996,63.74197345304102
378,20.0,0.5,1,2,300,170.04205213284806,4.34073115741569,546.2755858290815,60.97328810867345
379,20.0,0.5,1,2,500,170.86032310239247,3.6714381444056667,547.1555274665047,59.615004427282855
380,20.0,0.5,1,2,1000,169.76206555030586,3.842916542459678,543.873521342671,62.29554685489267
381,20.0,0.5,1,4,300,191.15814129184096,4.651786820469372,540.7390134086946,60.962528027657086
382,20.0,0.5,1,4,500,191.94626097391028,3.4185724120781833,542.6362244779825,60.990552810742976
383,20.0,0.5,1,4,1000,191.56801891707892,3.8663700546018007,542.1130986102157,63.1484812997685
384,20.0,0.5,1,8,300,247.6725551310715,6.015086512043745,546.3976560821475,57.54107731040288
385,20.0,0.5,1,8,500,248.6953244302864,5.944430958818263,546.6187701745879,56.873470242395264
386,20.0,0.5,1,8,1000,248.72463968885992,6.4281122875213965,544.6824034068976,56.339067039640334
387,20.0,0.5,2,2,300,220.67100103484327,7.641954298761988,540.3475409234446,61.27955244267775
388,20.0,0.5,2,2,500,221.7062872104142,6.969034184671168,538.9985349117188,63.05166018347216
389,20.0,0.5,2,2,1000,221.22375371179749,6.741223416866129,536.1611996145886,64.53907463095734
390,20.0,0.5,2,4,300,220.67100103484327,7.641954298761988,540.3475409234446,61.27955244267775
391,20.0,0.5,2,4,500,221.7062872104142,6.969034184671168,538.9985349117188,63.05166018347216
392,20.0,0.5,2,4,1000,221.22375371179749,6.741223416866129,536.1611996145886,64.53907463095734
393,20.0,0.5,2,8,300,271.20417501069676,8.200981450907173,540.5001939236128,57.38480078397561
394,20.0,0.5,2,8,500,271.8909052500314,7.701752959658031,540.6695194513173,57.53749472277044
395,20.0,0.5,2,8,1000,271.1802431837279,8.017548655168156,539.1050493813935,57.44295804712308
396,20.0,0.5,5,2,300,358.69935342567845,12.074254478750417,568.7671675355424,61.412891263798976
397,20.0,0.5,5,2,500,358.6689838614986,12.053839252280776,570.9850262628606,61.83976634651495
398,20.0,0.5,5,2,1000,358.5490347533937,12.35492428022765,570.3776028902922,62.21743557774974
399,20.0,0.5,5,4,300,358.69935342567845,12.074254478750417,568.7671675355424,61.412891263798976
400,20.0,0.5,5,4,500,358.6689838614986,12.053839252280776,570.9850262628606,61.83976634651495
401,20.0,0.5,5,4,1000,358.5490347533937,12.35492428022765,570.3776028902922,62.21743557774974
402,20.0,0.5,5,8,300,358.69935342567845,12.074254478750417,568.7671675355424,61.412891263798976
403,20.0,0.5,5,8,500,358.6689838614986,12.053839252280776,570.9850262628606,61.83976634651495
404,20.0,0.5,5,8,1000,358.5490347533937,12.35492428022765,570.3776028902922,62.21743557774974
405,,sqrt,1,2,300,170.51902280719477,3.2639403197848624,538.6029796508328,60.40913185960531
406,,sqrt,1,2,500,170.91377890303988,3.4861789647631958,538.2130989155355,61.3310441120005
407,,sqrt,1,2,1000,170.33911470281598,3.304362822623575,538.8088579251504,59.31483933231995
408,,sqrt,1,4,300,203.3575557008428,5.205721663299689,532.4171946773116,58.32532455338697
409,,sqrt,1,4,500,203.57848563770173,4.145838354487813,535.2922062696604,59.55028759178404
410,,sqrt,1,4,1000,202.5586178616984,3.950390771411214,536.7879225386208,58.29309652338437
411,,sqrt,1,8,300,267.3117484124081,7.694360632635651,537.8960414468362,54.56885517111696
412,,sqrt,1,8,500,267.48837776708643,7.727437981912571,537.5832180149963,55.305086214803886
413,,sqrt,1,8,1000,267.39256153103673,7.683189800357605,540.6053418568512,54.82382215115549
414,,sqrt,2,2,300,241.16267103287305,7.076116750561849,540.2065718741013,59.66782114692431
415,,sqrt,2,2,500,242.28104797119423,6.51129738002078,539.6243502990308,62.798973564396015
416,,sqrt,2,2,1000,242.17039335729024,6.614692863085813,538.9029809440873,62.51748353165158
417,,sqrt,2,4,300,241.16267103287305,7.076116750561849,540.2065718741013,59.66782114692431
418,,sqrt,2,4,500,242.28104797119423,6.51129738002078,539.6243502990308,62.798973564396015
419,,sqrt,2,4,1000,242.17039335729024,6.614692863085813,538.9029809440873,62.51748353165158
420,,sqrt,2,8,300,296.0749374409822,8.466475963080425,542.9782551991167,56.82376847979004
421,,sqrt,2,8,500,295.6388283130273,8.291054868466588,541.4515216836229,57.50265645905817
422,,sqrt,2,8,1000,296.1741132508662,8.431807483136863,541.5846995863008,57.66160990734302
423,,sqrt,5,2,300,388.07876919721247,9.590251735978178,579.5694171592746,60.944803944145605
424,,sqrt,5,2,500,388.58378925370727,9.512712890587528,580.3052122307782,62.0954262704697
425,,sqrt,5,2,1000,388.32335349223587,10.145826747800639,578.8333689351565,62.99599823872848
426,,sqrt,5,4,300,388.07876919721247,9.590251735978178,579.5694171592746,60.944803944145605
427,,sqrt,5,4,500,388.58378925370727,9.512712890587528,580.3052122307782,62.0954262704697
428,,sqrt,5,4,1000,388.32335349223587,10.145826747800639,578.8333689351565,62.99599823872848
429,,sqrt,5,8,300,388.07876919721247,9.590251735978178,579.5694171592746,60.944803944145605
430,,sqrt,5,8,500,388.58378925370727,9.512712890587528,580.3052122307782,62.0954262704697
431,,sqrt,5,8,1000,388.32335349223587,10.145826747800639,578.8333689351565,62.99599823872848
432,,log2,1,2,300,172.28262033328065,2.8523847116510987,537.3535273666507,59.65426987257275
433,,log2,1,2,500,172.44805895583372,2.1837643034654906,537.558090628387,60.16237975513548
434,,log2,1,2,1000,171.8898760638884,2.6327787994687517,539.0775344804714,59.09553395906848
435,,log2,1,4,300,206.50415305279958,4.9923723596500915,541.5536943193151,62.10038032289592
436,,log2,1,4,500,206.98848580096174,4.0836347864752325,540.4593845171229,61.903581351978666
437,,log2,1,4,1000,206.5499880903249,3.747257663012689,540.4722253626659,60.46714851836428
438,,log2,1,8,300,273.65563149769974,8.067654510837674,550.1896166401617,59.156404248125554
439,,log2,1,8,500,274.45111308759516,7.405900596891024,548.9916846794514,59.20527399609234
440,,log2,1,8,1000,274.3170578991758,7.902860254944021,545.1611392421052,58.813850226079815
441,,log2,2,2,300,249.27388132109812,6.078066580975105,549.2184450110325,60.27297540269832
442,,log2,2,2,500,249.7527230363038,5.511506136358671,547.7917049322873,59.33235440227555
443,,log2,2,2,1000,249.2916339186298,6.172232971091054,542.8972585888879,60.16898983265058
444,,log2,2,4,300,249.27388132109812,6.078066580975105,549.2184450110325,60.27297540269832
445,,log2,2,4,500,249.7527230363038,5.511506136358671,547.7917049322873,59.33235440227555
446,,log2,2,4,1000,249.2916339186298,6.172232971091054,542.8972585888879,60.16898983265058
447,,log2,2,8,300,304.6871054503279,7.488646149397168,553.3156736366508,58.66812350399486
448,,log2,2,8,500,305.7616935628319,6.90905343275483,553.3752899554613,59.80734211887751
449,,log2,2,8,1000,304.42834168351425,7.209151679931002,548.6980468903067,61.09929990985124
450,,log2,5,2,300,399.2527592634962,10.519257187121838,584.8998919021197,61.344368408241166
451,,log2,5,2,500,398.9105588224734,9.746685382769734,585.782671714334,63.117998374288355
452,,log2,5,2,1000,397.7840500681864,10.34898663750586,585.3641284289996,63.74197345304102
453,,log2,5,4,300,399.2527592634962,10.519257187121838,584.8998919021197,61.344368408241166
454,,log2,5,4,500,398.9105588224734,9.746685382769734,585.782671714334,63.117998374288355
455,,log2,5,4,1000,397.7840500681864,10.34898663750586,585.3641284289996,63.74197345304102
456,,log2,5,8,300,399.2527592634962,10.519257187121838,584.8998919021197,61.344368408241166
457,,log2,5,8,500,398.9105588224734,9.746685382769734,585.782671714334,63.117998374288355
458,,log2,5,8,1000,397.7840500681864,10.34898663750586,585.3641284289996,63.74197345304102
459,,0.5,1,2,300,169.9315570590714,4.188242110168983,545.9446746676895,60.8424250724486
460,,0.5,1,2,500,170.6634092416638,3.603305643879153,546.7824023457312,59.60203760780408
461,,0.5,1,2,1000,169.7229283769843,3.7729280521773916,543.5496741531665,62.4502606450886
462,,0.5,1,4,300,191.16883172790918,4.726343299755435,540.6392033900826,60.93505915649408
463,,0.5,1,4,500,191.9618487418231,3.5040510758194814,542.7103928615471,61.013786241037735
464,,0.5,1,4,1000,191.56471875710395,3.9064630987512565,542.1352594018443,63.1628281897615
465,,0.5,1,8,300,247.65627603745963,6.013967008311798,546.3689898373719,57.50902296795475
466,,0.5,1,8,500,248.68652618996745,5.945834440057809,546.5879783173565,56.86370303715423
467,,0.5,1,8,1000,248.71554299977205,6.424889023916992,544.6640771472348,56.33610162102973
468,,0.5,2,2,300,220.68116894960892,7.645193571376752,540.284952012348,61.320409626574865
469,,0.5,2,2,500,221.7128897270418,6.972377379618232,538.9437566077755,63.08916453678673
470,,0.5,2,2,1000,221.22680369390673,6.7427006306328865,536.1375269859844,64.55883295976345
471,,0.5,2,4,300,220.68116894960892,7.645193571376752,540.284952012348,61.320409626574865
472,,0.5,2,4,500,221.7128897270418,6.972377379618232,538.9437566077755,63.08916453678673
473,,0.5,2,4,1000,221.22680369390673,6.7427006306328865,536.1375269859844,64.55883295976345
474,,0.5,2,8,300,271.20417501069676,8.200981450907173,540.5001939236128,57.38480078397561
475,,0.5,2,8,500,271.8873089437947,7.69847886469441,540.6693193018838,57.537614966368935
476,,0.5,2,8,1000,271.1791266332706,8.015819594984224,539.1070207330868,57.44352457741895
477,,0.5,5,2,300,358.69935342567845,12.074254478750417,568.7671675355424,61.412891263798976
478,,0.5,5,2,500,358.6689838614986,12.053839252280776,570.9850262628606,61.83976634651495
479,,0.5,5,2,1000,358.5490347533937,12.35492428022765,570.3776028902922,62.21743557774974
480,,0.5,5,4,300,358.69935342567845,12.074254478750417,568.7671675355424,61.412891263798976
481,,0.5,5,4,500,358.6689838614986,12.053839252280776,570.9850262628606,61.83976634651495
482,,0.5,5,4,1000,358.5490347533937,12.35492428022765,570.3776028902922,62.21743557774974
483,,0.5,5,8,300,358.69935342567845,12.074254478750417,568.7671675355424,61.412891263798976
484,,0.5,5,8,500,358.6689838614986,12.053839252280776,570.9850262628606,61.83976634651495
485,,0.5,5,8,1000,358.5490347533937,12.35492428022765,570.3776028902922,62.21743557774974
