,max_depth,max_features,min_samples_leaf,min_samples_split,n_estimators,train_rmse_mean,train_rmse_std,val_rmse_mean,val_rmse_std
0,20,sqrt,1,2,252,171.97417037559578,3.560811497249819,538.4577570166363,59.80083644112069
1,20,sqrt,1,3,252,185.4069268245836,4.59949905004827,547.4793127510212,58.944493673474234
2,20,sqrt,1,4,252,204.225190702258,5.296154178109381,531.6319709786325,58.59383813306254
3,20,sqrt,1,5,252,220.90381830481203,5.2424039951002595,542.2343471081375,56.56797346232753
4,20,sqrt,1,6,252,238.96779823847405,6.329514430453828,544.2969626234964,61.644082608846254
5,20,sqrt,1,7,252,254.54616454962112,6.238281883612159,538.9678122192239,58.36764434508854
6,20,sqrt,1,8,252,267.679492539382,7.83994048509173,537.3569732598952,56.38679084916726
7,21,sqrt,1,2,252,172.0673451540886,3.38222355364974,538.4812533884325,60.73946647016745
8,21,sqrt,1,3,252,185.3970790861857,4.444024051382222,547.2691246816521,59.11759883184814
9,21,sqrt,1,4,252,204.05127385506464,5.305540515365249,531.2172261002332,58.923892457920815
10,21,sqrt,1,5,252,220.9331307361888,5.343074530619025,542.3074844067497,56.368070987151526
11,21,sqrt,1,6,252,238.92195712114543,6.271141370756938,544.1474388764047,61.41952466410674
12,21,sqrt,1,7,252,254.56327959116848,6.201593010949132,538.7826943970268,58.13149266422374
13,21,sqrt,1,8,252,267.62665130311547,7.858376861884524,537.5847769918937,56.41493736309704
14,22,sqrt,1,2,252,171.92501275382645,3.287623807004151,538.9966512631905,60.51554719536688
15,22,sqrt,1,3,252,185.3741980795215,4.420989814182489,547.1711027252221,59.32019209919545
16,22,sqrt,1,4,252,204.12616954486785,5.203003902114448,531.3694862947202,58.490806861242554
17,22,sqrt,1,5,252,220.894618185206,5.361844235848743,542.5858571082751,56.159987662071494
18,22,sqrt,1,6,252,238.89065832240928,6.250988868209701,544.0850802448642,61.3845941521448
19,22,sqrt,1,7,252,254.56474239046955,6.227742671838132,538.9618971585614,58.325233009927835
20,22,sqrt,1,8,252,267.6674122707223,7.833614863422794,537.610742785365,56.41668378368164
21,23,sqrt,1,2,252,171.98676064898078,3.5580618890663023,538.7678836709196,59.84956073280839
22,23,sqrt,1,3,252,185.4364803239088,4.559850799207754,547.5738992528211,59.123368978716194
23,23,sqrt,1,4,252,204.1123995253852,5.258694258380509,531.2388807568019,58.41135586194103
24,23,sqrt,1,5,252,220.90202237567908,5.354698318083078,542.6053416095324,56.09934206978005
25,23,sqrt,1,6,252,238.9237283761261,6.285047368968225,544.2505796404067,61.3009888134461
26,23,sqrt,1,7,252,254.57229437684234,6.237329243095782,538.951873686446,58.32629531853617
27,23,sqrt,1,8,252,267.6674122707223,7.833614863422794,537.610742785365,56.41668378368164
28,24,sqrt,1,2,252,171.99439725599896,3.4670854420423387,539.0298475936075,60.53258479113258
29,24,sqrt,1,3,252,185.43992802161324,4.542551658734435,547.6401272923185,59.06604795213968
30,24,sqrt,1,4,252,204.14385836443606,5.268294058677825,531.3362193106915,58.47853112279172
31,24,sqrt,1,5,252,220.90137702354028,5.355712781632295,542.6024504685354,56.09901262764772
32,24,sqrt,1,6,252,238.91531651591012,6.276266702063445,544.2320174111168,61.31022337796596
33,24,sqrt,1,7,252,254.56956511415171,6.233742129574753,538.9126664699376,58.341490196865905
34,24,sqrt,1,8,252,267.6674122707223,7.833614863422794,537.610742785365,56.41668378368164
35,25,sqrt,1,2,252,171.9643503663166,3.554509476144757,538.8980037130449,60.198536667729016
36,25,sqrt,1,3,252,185.37028104306523,4.496906018962214,547.6457425197315,59.065768621444604
37,25,sqrt,1,4,252,204.1130681511316,5.251789845428719,531.3079482834107,58.4274354367091
38,25,sqrt,1,5,252,220.89608570454448,5.364037894059408,542.5918202197082,56.097807712189464
39,25,sqrt,1,6,252,238.91531651591012,6.276266702063445,544.2320174111168,61.31022337796596
40,25,sqrt,1,7,252,254.56956511415171,6.233742129574753,538.9126664699376,58.341490196865905
41,25,sqrt,1,8,252,267.6674122707223,7.833614863422794,537.610742785365,56.41668378368164
